keys=/one.php
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
962,492,0,0
963,492,0,0
963,492,0,0
965,492,0,0
965,492,0,0
966,491,0,0
966,491,0,0
969,491,0,0
969,491,0,0
971,490,0,0
971,490,0,0
973,489,0,0
973,489,0,0
976,488,0,0
976,488,0,0
977,487,0,0
977,487,0,0
978,486,0,0
978,486,0,0
979,486,0,0
979,486,0,0
980,486,0,0
980,486,0,0
980,485,0,0
980,485,0,0
981,485,0,0
981,485,0,0
982,485,0,0
982,485,0,0
983,484,0,0
983,484,0,0
985,483,0,0
985,483,0,0
988,483,0,0
988,483,0,0
990,482,0,0
990,482,0,0
993,481,0,0
993,481,0,0
996,480,0,0
996,480,0,0
1000,480,0,0
1000,480,0,0
1004,478,0,0
1004,478,0,0
1008,478,0,0
1008,478,0,0
1012,476,0,0
1012,476,0,0
1016,475,0,0
1016,475,0,0
1021,475,0,0
1021,475,0,0
1025,473,0,0
1025,473,0,0
1031,471,0,0
1031,471,0,0
1036,471,0,0
1036,471,0,0
1043,470,0,0
1043,470,0,0
1052,469,0,0
1052,469,0,0
1062,467,0,0
1062,467,0,0
1073,467,0,0
1073,467,0,0
1083,465,0,0
1083,465,0,0
1094,464,0,0
1094,464,0,0
1105,463,0,0
1105,463,0,0
1115,462,0,0
1115,462,0,0
1124,461,0,0
1124,461,0,0
1133,459,0,0
1133,459,0,0
1139,458,0,0
1139,458,0,0
1145,458,0,0
1145,458,0,0
1149,456,0,0
1149,456,0,0
1152,456,0,0
1152,456,0,0
1154,456,0,0
1154,456,0,0
1154,456,0,0
1155,456,0,0
1156,456,0,0
1156,456,0,0
1156,456,0,0
1157,456,0,0
1157,456,0,0
1157,456,0,0
1157,456,0,0
1157,456,0,0
1157,456,0,0
1158,456,0,0
1158,456,0,0
1158,455,0,0
1158,455,0,0
1159,455,0,0
1159,455,0,0
1160,455,0,0
1160,455,0,0
1160,454,0,0
1160,454,0,0
1162,454,0,0
1162,454,0,0
1163,453,0,0
1163,453,0,0
1166,453,0,0
1166,453,0,0
1169,453,0,0
1169,453,0,0
1173,451,0,0
1173,451,0,0
1176,451,0,0
1176,451,0,0
1180,451,0,0
1180,451,0,0
1183,450,0,0
1183,450,0,0
1186,449,0,0
1186,449,0,0
1189,448,0,0
1189,448,0,0
1192,448,0,0
1192,448,0,0
1194,448,0,0
1194,448,0,0
1195,447,0,0
1195,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
1196,447,0,0
